timestamp,open,high,low,close,volume
2025-03-07 22:00:00,593.42,595.53,590.24,594.9,4979.245
2025-03-07 23:00:00,594.9,594.93,590.15,594.77,4529.842
2025-03-08 00:00:00,594.77,597.0,592.71,596.5,5369.499
2025-03-08 01:00:00,596.51,597.21,590.11,594.5,7707.845
2025-03-08 02:00:00,594.5,595.72,594.1,595.54,2350.843
2025-03-08 03:00:00,595.54,596.92,592.8,596.3,2620.221
2025-03-08 04:00:00,596.3,599.99,595.51,599.21,3885.654
2025-03-08 05:00:00,599.21,599.26,596.13,597.76,5300.196
2025-03-08 06:00:00,597.77,600.2,596.49,597.26,21900.255
2025-03-08 07:00:00,597.26,598.37,596.07,596.8,3415.775
2025-03-08 08:00:00,596.8,597.8,595.38,595.52,4003.459
2025-03-08 09:00:00,595.52,598.4,595.13,595.36,4303.631
2025-03-08 10:00:00,595.36,597.12,595.02,597.12,2454.036
2025-03-08 11:00:00,597.12,597.17,592.57,594.12,5780.59
2025-03-08 12:00:00,594.13,597.6,593.2,596.4,5029.046
2025-03-08 13:00:00,596.4,598.81,596.3,597.61,5599.254
2025-03-08 14:00:00,597.62,599.1,596.9,597.37,3508.454
2025-03-08 15:00:00,597.36,599.54,596.53,599.45,4412.179
2025-03-08 16:00:00,599.46,599.53,595.21,599.12,4872.103
2025-03-08 17:00:00,599.12,602.77,597.28,600.64,8727.584
2025-03-08 18:00:00,600.65,601.32,599.69,600.02,2750.103
2025-03-08 19:00:00,600.01,600.2,597.9,598.24,3233.216
2025-03-08 20:00:00,598.24,598.81,597.0,597.01,2206.895
2025-03-08 21:00:00,597.01,597.8,596.41,596.73,2616.836
2025-03-08 22:00:00,596.72,596.73,594.05,595.48,2493.869
2025-03-08 23:00:00,595.47,595.8,593.08,593.1,2679.088
2025-03-09 00:00:00,593.1,593.1,592.0,592.3,4035.282
2025-03-09 01:00:00,592.31,593.08,588.11,589.0,4811.832
2025-03-09 02:00:00,588.99,589.9,587.66,587.68,11251.934
2025-03-09 03:00:00,587.68,589.19,586.52,588.42,3512.922
2025-03-09 04:00:00,588.42,588.67,587.08,588.13,4279.063
2025-03-09 05:00:00,588.13,588.84,586.15,586.63,2430.736
2025-03-09 06:00:00,586.63,586.63,583.87,584.76,5941.233
2025-03-09 07:00:00,584.75,586.08,584.05,585.95,4550.333
2025-03-09 08:00:00,585.96,586.4,583.52,583.53,5067.951
2025-03-09 09:00:00,583.53,585.08,582.77,583.66,5117.601
2025-03-09 10:00:00,583.66,584.6,576.51,576.55,11168.366
2025-03-09 11:00:00,576.55,578.57,575.3,578.26,9221.708
2025-03-09 12:00:00,578.26,578.84,575.1,578.23,5976.267
2025-03-09 13:00:00,578.24,578.76,569.0,569.28,14323.81
2025-03-09 14:00:00,569.27,571.3,568.22,571.21,15219.22
2025-03-09 15:00:00,571.22,573.63,566.0,566.73,10190.093
2025-03-09 16:00:00,566.72,570.73,560.0,560.2,27186.656
2025-03-09 17:00:00,560.2,561.93,551.81,552.38,26995.416
2025-03-09 18:00:00,552.38,558.63,550.22,555.12,23549.421
2025-03-09 19:00:00,555.13,561.86,555.13,560.56,10791.639
2025-03-09 20:00:00,560.56,563.43,559.67,559.93,6609.301
2025-03-09 21:00:00,559.94,560.73,555.0,556.59,5750.73
2025-03-09 22:00:00,556.6,557.31,552.7,554.32,16594.327
2025-03-09 23:00:00,554.32,556.91,550.2,554.65,11807.063
2025-03-10 00:00:00,554.65,560.76,550.0,558.84,16978.697
2025-03-10 01:00:00,558.84,563.14,557.8,559.16,17730.374
2025-03-10 02:00:00,559.17,562.93,556.3,557.59,29593.667
2025-03-10 03:00:00,557.59,561.69,557.2,560.65,7231.227
2025-03-10 04:00:00,560.65,564.04,560.34,563.52,5664.79
2025-03-10 05:00:00,563.52,565.0,563.0,564.0,7308.065
2025-03-10 06:00:00,564.0,565.42,563.18,564.66,5467.438
2025-03-10 07:00:00,564.66,566.88,563.61,564.61,4990.856
2025-03-10 08:00:00,564.62,565.34,559.07,559.41,8934.157
2025-03-10 09:00:00,559.41,573.4,559.4,563.49,24076.217
2025-03-10 10:00:00,563.5,566.41,562.0,563.44,11363.444
2025-03-10 11:00:00,563.45,568.6,562.18,567.48,9418.392
2025-03-10 12:00:00,567.48,570.0,564.13,566.5,9425.145
2025-03-10 13:00:00,566.5,567.18,556.47,557.3,12064.241
2025-03-10 14:00:00,557.29,557.7,541.69,545.45,49450.526
2025-03-10 15:00:00,545.45,555.0,544.0,550.39,19470.693
2025-03-10 16:00:00,550.39,551.13,545.0,546.67,14588.288
2025-03-10 17:00:00,546.68,547.58,533.1,535.58,39327.372
2025-03-10 18:00:00,535.59,541.99,525.36,526.19,42753.415
2025-03-10 19:00:00,526.19,539.07,523.01,537.74,38482.761
2025-03-10 20:00:00,537.74,538.75,533.29,536.3,8836.337
2025-03-10 21:00:00,536.3,541.47,535.0,539.25,7573.487
2025-03-10 22:00:00,539.25,540.06,533.51,533.9,10709.944
2025-03-10 23:00:00,533.91,536.83,530.91,531.49,8715.087
2025-03-11 00:00:00,531.49,536.3,507.0,518.35,71004.298
2025-03-11 01:00:00,518.34,531.4,509.63,531.4,52959.129
2025-03-11 02:00:00,531.4,536.14,530.08,534.69,18801.207
2025-03-11 03:00:00,534.69,538.78,532.8,533.22,14279.824
2025-03-11 04:00:00,533.22,538.18,532.5,535.64,7889.912
2025-03-11 05:00:00,535.64,541.0,535.38,539.7,11312.111
2025-03-11 06:00:00,539.7,542.52,539.26,540.0,9670.126
2025-03-11 07:00:00,540.0,558.42,539.89,558.18,57092.928
2025-03-11 08:00:00,558.17,563.1,552.51,562.57,66995.431
2025-03-11 09:00:00,562.56,565.0,559.3,563.08,50173.805
2025-03-11 10:00:00,563.08,566.0,555.2,555.36,49568.943
2025-03-11 11:00:00,555.37,557.98,546.33,548.01,96810.226
2025-03-11 12:00:00,548.0,550.79,544.53,546.18,26110.304
2025-03-11 13:00:00,546.19,554.74,543.53,547.1,35953.218
2025-03-11 14:00:00,547.11,550.81,537.13,542.95,36427.642
2025-03-11 15:00:00,542.95,549.92,542.56,548.94,17233.106
2025-03-11 16:00:00,548.94,553.4,546.52,550.24,11720.741
2025-03-11 17:00:00,550.25,550.93,545.3,549.67,13169.061
2025-03-11 18:00:00,549.67,560.91,549.58,557.76,17646.254
2025-03-11 19:00:00,557.76,557.76,555.28,555.94,7093.182
2025-03-11 20:00:00,555.94,556.6,554.43,555.84,4175.227
2025-03-11 21:00:00,555.84,556.67,554.3,555.43,3671.158
2025-03-11 22:00:00,555.42,557.5,555.13,557.13,4513.071
2025-03-11 23:00:00,557.14,557.22,551.11,551.61,7599.617
2025-03-12 00:00:00,551.61,553.63,550.32,552.14,5533.226
2025-03-12 01:00:00,552.14,553.01,551.89,552.07,1336.672
