timestamp,open,high,low,close,volume
2025-03-07 22:00:00,2.3974,2.4034,2.3435,2.3962,16677686.0
2025-03-07 23:00:00,2.3963,2.3967,2.3563,2.3855,11098023.0
2025-03-08 00:00:00,2.3855,2.4106,2.3678,2.406,8267120.0
2025-03-08 01:00:00,2.4059,2.4089,2.3385,2.3677,9032855.0
2025-03-08 02:00:00,2.3676,2.3734,2.3562,2.3604,4876162.0
2025-03-08 03:00:00,2.3605,2.3607,2.3274,2.3435,9987558.0
2025-03-08 04:00:00,2.3435,2.3758,2.3317,2.3683,5678737.0
2025-03-08 05:00:00,2.3684,2.3695,2.3398,2.349,4154741.0
2025-03-08 06:00:00,2.3489,2.363,2.3476,2.3592,3046325.0
2025-03-08 07:00:00,2.3591,2.3747,2.357,2.362,3068013.0
2025-03-08 08:00:00,2.3619,2.3688,2.3375,2.341,5173046.0
2025-03-08 09:00:00,2.341,2.3621,2.32,2.3305,5266399.0
2025-03-08 10:00:00,2.3302,2.3497,2.3298,2.3398,4284075.0
2025-03-08 11:00:00,2.3399,2.3403,2.3013,2.3164,6163563.0
2025-03-08 12:00:00,2.3164,2.3432,2.3063,2.3343,5252496.0
2025-03-08 13:00:00,2.3343,2.357,2.3314,2.3476,4601955.0
2025-03-08 14:00:00,2.3477,2.366,2.3423,2.3507,4634709.0
2025-03-08 15:00:00,2.3506,2.3656,2.3361,2.3513,3417985.0
2025-03-08 16:00:00,2.3513,2.3553,2.3121,2.3362,8058121.0
2025-03-08 17:00:00,2.3361,2.3524,2.3106,2.348,4777249.0
2025-03-08 18:00:00,2.348,2.3557,2.3295,2.3389,2464292.0
2025-03-08 19:00:00,2.339,2.36,2.3282,2.356,3337811.0
2025-03-08 20:00:00,2.356,2.3589,2.3395,2.3462,2186889.0
2025-03-08 21:00:00,2.3461,2.3635,2.3451,2.3495,2238486.0
2025-03-08 22:00:00,2.3495,2.3533,2.3271,2.3425,4574515.0
2025-03-08 23:00:00,2.3426,2.3453,2.3136,2.3261,4497842.0
2025-03-09 00:00:00,2.3262,2.3498,2.3149,2.3432,4048590.0
2025-03-09 01:00:00,2.3432,2.351,2.3213,2.3258,2908093.0
2025-03-09 02:00:00,2.3258,2.3336,2.3104,2.3118,4067652.0
2025-03-09 03:00:00,2.3118,2.3306,2.3055,2.3227,3014974.0
2025-03-09 04:00:00,2.3228,2.3317,2.3173,2.3295,2825530.0
2025-03-09 05:00:00,2.3296,2.343,2.3237,2.3329,3923644.0
2025-03-09 06:00:00,2.333,2.3334,2.311,2.3204,2774444.0
2025-03-09 07:00:00,2.3204,2.3439,2.3158,2.3393,3045134.0
2025-03-09 08:00:00,2.3392,2.3416,2.3158,2.3191,3696095.0
2025-03-09 09:00:00,2.3191,2.3238,2.2939,2.2986,8303731.0
2025-03-09 10:00:00,2.2987,2.3013,2.2399,2.2499,20108030.0
